commentor,comments,news
>Jeanne Dildine Stafford,>Just impeach him and put us all out of our misery.,">While the White House tried to move past the fallout from President Trump's meeting in Helsinki with Russian President Vladimir Putin, Trump’s remarks on Wednesday reignited the controversy."
>Pamela Taylor Helms,>As usual Dems play politics when it comes to the safety of Americans! Shame on you!!!!,>The House passed a nonbinding resolution on Wednesday backing ICE and denouncing calls by some Democratic lawmakers and progressive activists to abolish it.
>Nutzie Peters,">I SUPPORT ICE.i support law and order,i support armed police,i support building a border wall,i support putting troopps on our border.",>The House passed a nonbinding resolution on Wednesday backing ICE and denouncing calls by some Democratic lawmakers and progressive activists to abolish it.
>Jack Pettit,">Mueller Indictments of Russian hackers proved NO Americans were involved, and stated NO Votes or Voter Machines were altered.  Where is the Collusion?  Why are million in Russian cash to Hillary not part of this investigation?",">Former White House press secretary Sean Spicer said that he does not believe special counsel Mueller's Russia investigation is a witch hunt, contradicting a claim often repeated by President Trump."
>Brian Lee,">Just a bit of info for you idiots. Countries spy on one another. Always have, always will. Nothing happened the last election except you lost. The sooner you accept that the sooner we can all move on.",">Confidence in the U.S. preventing more foreign election interference may depend on your political affiliation, according to an NBC News and Survey Monkey poll."
>Melissa Peller Eydenberg,>WHY is the IRS allowing dark/enemy/russian money to flow to corrupt gop campaigns without disclosure now? This is a huge story why no coverage???,">Confidence in the U.S. preventing more foreign election interference may depend on your political affiliation, according to an NBC News and Survey Monkey poll."
>Diane Stark,>Thank goodness there are relentless reporters like Hallie as well as the other reporter who gave Hallie a chance to ask her follow-up question when Sarah Sanders refused to answer it!!,>ICYMI: Hallie Jackson asked Press Sec. Sanders yesterday at the White House press briefing: 
>Faith Shook,>the truth is more and more people aren't believing anything trump or sanders says because they come before the american people and lie. How can sanders call herself a christian when all she does is lie to us!!!!,>ICYMI: Hallie Jackson asked Press Sec. Sanders yesterday at the White House press briefing: 
>Shannon Gray,>Republicans - if a democratic president was acting this way you'd have impeachment proceedings already started. Trump is a threat to America. By not acting you are betraying your country.,">Former Russian Ambassador Michael McFaul may be on President Putin's list of Americans that he wants for ""questioning."""
>Merry Rogers,">Our weakling, stupid, sad excuse of a president just sent a big chill through the State Department and Foreign Service. Who would want to work for a government that won’t protect you? No one - person or nation - can put their trust in a person, Trump, with no morals and no ethics and no humanity. Americans scraped the bottom of the barrel with Crooked Donny. ",">Former Russian Ambassador Michael McFaul may be on President Putin's list of Americans that he wants for ""questioning."""
>Christine Tangye,">Seen one farmer from a Minnesota who said he has lost thousands, but believes in Trump because he is a business man. A business man who declares bankruptcy every chance he gets. He has two golf courses in Scotland that are in serious financial trouble. Should we feel sympathy for these people, part of me says yes, the other part says you are getting what you deserve.",">""Our message is we need to get these trade issues resolved…because we’re hurting out here economically.”"
>Lorraine Hodgson,>Unfortunately many are paying the price for those who were so busy chanting slogans and buying hats they didn't listen to what Trump was saying.  Trump's actions don't come as a surprise to anyone who ensured they were informed before they cast their vote.,">""Our message is we need to get these trade issues resolved…because we’re hurting out here economically.”"
>Crystal Carol,">We lost when a bunch of racists and a racist, misogynistic con man got elected through the efforts of Putin and Comey.",>President Trump's trade policy has caused some countries to leave the U.S. out and cut new deals.
>Ken Swanson,>What is the fake news gonna blame Trump for today?,>President Trump's trade policy has caused some countries to leave the U.S. out and cut new deals.
>Julie A Davis Pope,>I wonder if Manafort is sweating it yet .. He gets blocked at every turn .. And it keeps piling on ! Facing up to 300 years in that green jumpsuit... I bet before his trial is over he flips !,">Robert Mueller is asking for immunity and anonymity for five witnesses slated to testify in the upcoming trial of former Trump campaign manager, Paul Manafort."
>Joseph Beaudry,>DT GET YOUR ORANGE SUIT READY,">Robert Mueller is asking for immunity and anonymity for five witnesses slated to testify in the upcoming trial of former Trump campaign manager, Paul Manafort."
>Michael Stewart,>I voted for Trump,>President Trump keeps shifting his narrative on Russia.
>Sebastian Kang,">Just remember ... Trump 45 had forgotten ... it takes another 10 lies to cover his first balatant lie ... it's ""compounded lying at its best""",>Steve Rattner takes a look at how the rate of President Trump's false claims is rising.
>Pauline Sottosanti Suarez,>Trump is taking up too much of my day!  Wish we could have a President we could trust and get back to our lives!  So tired of watching White House Reality TV.. All day long!!!!,>Steve Rattner takes a look at how the rate of President Trump's false claims is rising.
>Audrey Muratore,>Trump stood right next to Putin when he said that and then our President Trump said “he thought it was an incredible offer”.  We all know Trump never misspoke and should have said wouldn’t instead of would.  He’s unfit to hold the highest office in this country and this Congress is doing nothing! ,">Former Russian Ambassador Michael McFaul may be on President Putin's list of Americans that he wants for ""questioning."""
>Marcella Harvey,>Yes that's right Putin wants our citizens to be sent to Russia for questioning. Had enough yet???,">Former Russian Ambassador Michael McFaul may be on President Putin's list of Americans that he wants for ""questioning."""
>Judy Johnson Abbott,>Putin wanted tillerson so he could get sanctions dropped and move forward with the $800-million Exxon-Mobil fracking deal for the North Sea!,">Rachel Maddow highlights a portion of the charging document against accused Russian agent Mariia Butina, which suggests that the Russians thought they had a say in Trump's choice for secretary of state."
>Justin John,">Wait. People weren't on this before his appointment? Ex oil guy, just happens to be tied to all the oil Russia drills out of Siberia? About year late folks.",">Rachel Maddow highlights a portion of the charging document against accused Russian agent Mariia Butina, which suggests that the Russians thought they had a say in Trump's choice for secretary of state."
>Ski Borkowski,>Maybe one day when there is a Press Conference scheduled that these reporters do a not show up thing.  This has become a circus anyway.  A waste of time and she like the President already lets us know that they don't like the media anyway and yet they are too stupid to notice.  Its about ratings what about self respect.  Enough Said.,>White House Correspondent Jordan Fabian talks to Lawrence O'Donnell about his decision to yield his time so Hallie Jackson could ask a follow-up question.
>Rick Bingham,>No one cares what some a$$hat from effing Kansas has to say. Isn't your state mostly bankrupt? And isn't your state one of the states that's always taking tax money we generate in Blue States ?,">""The apology tour is over."" "
>Sylvia Morgan Klukkert,">Trump was advised by his intelligence agency, when he first took office, that the Russians had interfered with with the election, with orders from Putin,and he has been defending Putin ever since. Now he is siding with Putin, over America and our allies!",">""The apology tour is over."" "
>Larry Schwade,">Reagan couldn't be a Republican today, and Kennedy showed leadership that Trump will never be capable of...........oh, neither of them were puppets of their Russian (Soviet) counterparts.",>Ari Melber confronts Rep. Bill Johnson with Fmr. President Obama's record with Vladamir Putin in comparison with President Trump's.
>Matt Pomeroy,>Time for him to be voted out!!,>Ari Melber confronts Rep. Bill Johnson with Fmr. President Obama's record with Vladamir Putin in comparison with President Trump's.
>Jacquelyn Miller,>GOOD! ALL THE POLITICIANS WHO HAD SEX WITH HER WILL BE SWEATING BULLETS!,">A federal magistrate ordered Maria Butina, a Russian national suspected of being a covert Russian agent, to be held without bail."
>Carol Kretschmer Miller,>Yes we do and we will probably find out that Trump played hard ball!,>Rep. Joe Kennedy of Massachusetts says the American people have a right to know what their president said to Vladimir Putin behind closed doors.
>Sharon Scott,>We the People also expect the branches of government to exhibit checks &amp; balances on the executive branch. Yet it hasn’t happened! We the People have to accept the fact that this administration is not playing by the rules &amp; laws; they obviously don’t apply to them. It’s the responsibility of the people to change all of this in November 2018.,>Rep. Joe Kennedy of Massachusetts says the American people have a right to know what their president said to Vladimir Putin behind closed doors.
>Eleonore Burress,">It will be even less when people learn that Trump saw evidence of Russia’s attack on our election on Jan. 6, before he was sworn in! He’s been lying ever since in his attacks on the National Security and FBI.",>A new poll shows that overall only 37% of Americans approve of Trump's handling of relations with Russia.
>Barbara Stern,>I can’t believe that number is so high!  Why are so many America so anti America  and so Pro Russia?  Do they have any idea of what trump is doing?,>A new poll shows that overall only 37% of Americans approve of Trump's handling of relations with Russia.
>Kit Deiser,">If Paul Ryan isn't calling for an emergency session to talk about impeachment tonight, he needs to be charged with collusion also!",">JUST IN: Two weeks before his inauguration, President Trump was shown intelligence indicating Russian President Putin had personally ordered cyberattacks to sway the 2016 election, according to a report."
>Dee M Cochran,">To those who are saying Obama knew, what's your point? What law is written that an exiting president has to warn the new president elect that he's busted? Obama did the right thing by letting the justice department take care of it.",">JUST IN: Two weeks before his inauguration, President Trump was shown intelligence indicating Russian President Putin had personally ordered cyberattacks to sway the 2016 election, according to a report."
>Kimberlee Kyle,">He also imposed sanctions, kicked out Russian diplomats.  Did Trump do anything about it?  Congress had to make him.",">JUST IN: Two weeks before his inauguration, President Trump was shown intelligence indicating Russian President Putin had personally ordered cyberattacks to sway the 2016 election, according to a report."
>Constance N Danny Mauricio,>I think they have his finances and info on his money laundering.,">""My problem is I'm not sure what this President's word is. I think it was a poor effort at trying to walk back from what he did in Helsinki."""
>Barry Brents,">Voter registration records of Democrats were changed such as date of birth and address so their vote was nixed.  Votes were not changed, but they were voided, small numbers through out small areas statewide, making it hard to detect, and not drawing attention.  Three states with a total of 70,000 votes.",">""My problem is I'm not sure what this President's word is. I think it was a poor effort at trying to walk back from what he did in Helsinki."""
>Dee Patty,">So, 37% of the country are deaf, dumb and blind....insane OR outright want to see our democracy destroyed from within and without.",">Confidence in the U.S. preventing more foreign election interference may depend on your political affiliation, according to an NBC News and Survey Monkey poll."
>Jack Dedrick,>CIA Director John Brennan Proudly Acknowledges That He Once Voted for a Communist. Democrats trust someone who voted for a communist. Obama let Russia off the hook and did nothing because they thought Hillary would win. Democrats then made up a fake Russia story against President Trump when those crooks lost.,">""I was willing to give him the benefit of the doubt, but soon after his election he started to denigrate the intelligence and law enforcement profession."""
>Kevin Lee,>Liar and traitor along with sedition. Hope he is saving money for jailhouse smokes. Former cia director??? What a failure he was. And nbc/msnbc is working with these lowlifes to run this country into the ground. One question...what are you getting out of it???,">""I was willing to give him the benefit of the doubt, but soon after his election he started to denigrate the intelligence and law enforcement profession."""
>Carole Clark,">Don't quite get why Americans aren't raising the roof over Trumps 2 hour Love In with Putin ....... What did He promise, not his first born, BUT MAYBE YOURS .......",>Sen. Bob Menendez is calling for the interpreter from the private Putin-Trump meeting to testify before Congress.
>Jay O'Brien,">All American's should turn there backs on trump and the republican's if they love there country and believe it as much as they say. What changed, trump belittling America and raising Russia up to higher standards and for praising Russia only? Isn't that right trump? That must be it, I don't see any American's protesting against it, my God, what has America become.",">Former NATO Supreme Allied Commander James Stavridis calls the alliance, “the largest defense budget in the world.”"
>Robert A. Murray,">No one is disputing that NATO is the world's largest budget, Admiral. The President just dislikes that the U.S. pays the largest share of that budget!",">Former NATO Supreme Allied Commander James Stavridis calls the alliance, “the largest defense budget in the world.”"
>Maria DeRosa,>I can't figure out why Kelly hasn't resigned yet.,>The President's rhetoric on Russia keeps changing... 
>Sharyl Huskey,>Karma THIS IS EXACTLY WHAT THEY VOTED FOR they just thought it would be everybody else,">""Our message is we need to get these trade issues resolved…because we’re hurting out here economically.”"
>Carol Cyrus,>I can’t believe Trump hasn’t been arrested for treason. That is what Congress is responsible to do! The fact they aren’t already speaking to Americans about it shows they too are involved.,">Tim O'Brien, a reporter who has seen President Trump's tax returns, tells Lawrence O'Donnell the information in the tax returns may shed light on Trump's relationship with Vladimir Putin."
>Sandee Mcalpine,">Buying golf courses, paying cash, in mid 2000's when he couldn't get loans from American banks...hmm.  and golf courses rarely make money.  Hmm.",">Tim O'Brien, a reporter who has seen President Trump's tax returns, tells Lawrence O'Donnell the information in the tax returns may shed light on Trump's relationship with Vladimir Putin."
>Doug Frakes,>I'm surprised 45 and his cult members haven't found his grave and pissed on it while toasting Putin...,>Velshi and Ruhle honor a special intel officer as their Monumental American after President Trump's affronts to the intelligence community.
>Stuart Kiehl,">All of you: STOP USING THE WORD 'MEDDLING"" The Russians call it an ""information war"" Use the word ATTACK. Was Pearl Harbor meddlesome?",>What defines being ‘American’ in Trump era?
>Kathleen Patusky,">So Brett believes that presidents are above the law. He might prefer impeachment, but how do you get there without an independent investigation? As we've seen, political parties can't be trusted to do it on their own.",">In 2006, Judge Brett Kavanaugh said he believes the legal precedent that allows for independent counsels to investigate government officials for federal crimes should be overturned."
>Julia McCarthy,>Why did Justice Kennedy suddenly retire ?,">In 2006, Judge Brett Kavanaugh said he believes the legal precedent that allows for independent counsels to investigate government officials for federal crimes should be overturned."
>Arthur Sitko,>The Democrats want to start a WAR so they can blame President Donald Trump let me ask you forget about this collusion nonsense which is better WAR or Talking? this President has chosen to talk = like it or not = it is working. ARE WE AT WAR?? = = = = NO!  Vote All Democrats out in NOV. And SAVE the United States Of America!!,">""I think there is a very high likelihood, as Director Coats said, that there’s going to be efforts to meddle and interfere."""
>PetiteKin Netts,>Has anyone seen or heard Nunes/Nunez lately??? still hiding in bushes maybe?? ,">""I think there is a very high likelihood, as Director Coats said, that there’s going to be efforts to meddle and interfere."""
>Vince Abraham,>Why would Trump trust the Intelligence agency?   It is 95% corrupt with 8 years of Obama's puppets trying to take him down.,">Despite his Monday comments, Trump now claims to have ""full faith in our intelligence agencies."" But do they have full faith in him? -- Steve Benen asks"
>Cindy Pace-Kennedy,">Those midwest farmers are going to lose billions... when you vote against your best interest, this is what happens",>President Trump's trade policy has caused some countries to leave the U.S. out and cut new deals.
>Karen Johnson,">Just think, Six (6) years ago today the biggest scandal and crisis was the President of the United States wore a tan suit.",>President Trump's trade policy has caused some countries to leave the U.S. out and cut new deals.
>Kathy Accardi,>The press should boycott Sarah Suckabee's press conferences.  She lies all the time and is so rude.  Why bother?,>WATCH: Hallie Jackson questions Sarah Sanders about the president's credibility following mixed messages from Trump on Russian election meddling.
>Julie Koranda,>Why does the media enable her poor behavior towards them?  When she is rude to one of them why don't they stick together and walk out? She never says anything meaningful anyway!!,>Reporter: Does this White House believe that currently this threat from Russia is ongoing?
>Linda Hopper,>Amazingly bad responses to intelligent and timely questions.,>Reporter: Does this White House believe that currently this threat from Russia is ongoing?
>Raymond Kevin Bassford,>When her gig is up at the White House she’ll be lucky if Walmart hires her to stock shelves from midnight to 6am.,>LIVE: White House press briefing.
>Lynne Fink Goldin,">I don't understand why I don't hear hysterical laughing coming from the press pool: ""The president has been extremely tough on Russia, repeatedly"".",>LIVE: White House press briefing.
>Rebecca Garay-Leon,">President Treason really just can't help himself, can he?",">Given recent developments, Trump should probably go out of his way to endorse the intelligence community's findings. And yet, he can't seem to help himself. -- Steve Benen"
>Brenda Gregoire Guest,>Because they are Feckless Flaccid D****!! The facts are overlooked yet again with Republicans that chose to spend Independence Day in Russia!!,">""I see an appetite to just, you know, send out a tweet, put out a, 'I'm very disappointed'-like statement, but not to actually use the vote that we have."""
>Bron Taylor,">Great! If they won't talk without it, give it to them. Manafort KNOWS Trump colluded because he helped him do it. Anything that gets him to talk is good.",">Robert Mueller is asking for immunity and anonymity for five witnesses slated to testify in the upcoming trial of former Trump campaign manager, Paul Manafort."
>Kristin Willard,">Why does this story make me think he was possibly abusing his sister, his mom found out and went crazy on him, so he killed them both and covered it up with a fire?",>A Republican Arizona state Senate candidate has shocked gun control advocates by sharing details about shooting and killing his mother in apparent self-defense more than 50 years ago.
>Laurie Wagner,>We Arizonans are so proud of our homegrown nut jobs. We gave the world Joe Arapio! ,>A Republican Arizona state Senate candidate has shocked gun control advocates by sharing details about shooting and killing his mother in apparent self-defense more than 50 years ago.
>Tom Salerno,">Can we just impeach him now and declare his entire candidacy invalid, and hold another special election for the presidency during the midterms??",">During a cabinet meeting, President Trump said ""no"" when asked ""Is Russia still targeting the U.S.?"""
>Brian Bard,>Is it possible that Trump's attacks on Peter Strzok are payback ordered by Putin because Strzok indicted Anna Chapman and brought down the biggest Russian spy ring in history? Putin is known to be incredibly vindictive and Trump is known to be a feckless patsy.,">The FBI had said Butina was trying to establish relationships with a ""gun rights organization,"" which NBC News has reported is the NRA."
>Marie Millican,>Not at all surprised. This woman was also in a photo the Russians took the day Trump invited high level Russians into the WH. The day after Trump fired Comey.,">The FBI had said Butina was trying to establish relationships with a ""gun rights organization,"" which NBC News has reported is the NRA."
>Carole Bearden,>Donald Trump lies. It’s what he does.,>President Trump keeps shifting his narrative on Russia.
>Osa Kays,>You know what would drive him over the edge if all the news stations did not talk about him for 48 hours with his ego he couldn’t stand it.,>Steve Rattner takes a look at how the rate of President Trump's false claims is rising.
>Dennis Charles Smith,>And the GOP is ok with it.  Remember how they went nuts over Bill’s two lies?  VOTE BLUE!,>Steve Rattner takes a look at how the rate of President Trump's false claims is rising.
>Ahma Ortiz,>The Republicans are going to try and stop it. The Republicans are scared! With Citizens United the Republicans have taken all kind of Russian money and got played!,">""We want the interpreter to come before the committee. We want to see the notes... We're going to have a massive effort to try to get to what happened."" "
>Mark Anderson,>We absolutely have to know what was said behind closed doors... And it is our right as citizens of this country to know...,">""We want the interpreter to come before the committee. We want to see the notes... We're going to have a massive effort to try to get to what happened."" "
>Laurie Rose,">When the president doesn't stand up for his own country, and the GOP  buy into the worst, most absurd walk-back attempt ever, it's time to vote the other way. Country over party! He is defending Russia! What did he agree on with the Russian Military? THIS IS NOT GOOD FOR OUR COUNTRY! IMPEACH!",">If Tuesday was supposed to be a clean-up job for President Trump, he picked up a single empty can — but left all the other spilled garbage on the kitchen floor."
>Sharon Doherty,>-45 thinks one word is going to make him look like he's not Putin's Puppet? haha,">If Tuesday was supposed to be a clean-up job for President Trump, he picked up a single empty can — but left all the other spilled garbage on the kitchen floor."
>Lori Nylen,">Interesting how Nunes and his Republican cronies refused to call her to testify at their hearings. And that group is the one clamoring to shut down Mueller’s investigation. The old adage of “follow the money” seems pretty appropriate as things proceed. I think when Mueller issues his final report, there will be a flurry of Republicans deciding to pack it in and “pursue other endeavors”.",>Mariia Butina is set to appear in court today after being charged with being a Russian foreign agent.
>Caroline Graham,>I wonder how many like her are strewn throughout our country? Anyone know any nice and friendly newly arrived Russians? Hardworking and lets not forget pretty and white...,>Mariia Butina is set to appear in court today after being charged with being a Russian foreign agent.
>Jodie Featherston Moss,">Vote BLUE until the Republican Party returns. The current RED party is the party of Trump-Russia. They don't stand for America's red, white &amp; blue. They stand for Russia's red, white &amp; blue. They are traitors to our great nation!",">Fmr. FBI Dir.  Comey called on Americans to vote for Democrats in the wake of President Trump's summit with Russian President Putin, slamming Republicans for not pushing back against the president."
>James Ray Amos,">Add another Republican to the roles calling for voters to choose country above party. So many have renounced the gop for what its become, This warning was given prior to the election by all the conservative newspapers in our country but the damage being done is far worse than previously thought. After this last disastrous week its obvious America's best interests are not being served.",">Fmr. FBI Dir.  Comey called on Americans to vote for Democrats in the wake of President Trump's summit with Russian President Putin, slamming Republicans for not pushing back against the president."
>Sharon Goodwin,">I used to think Trump supporters were nuts which I would now like to apologize for. Now, I think you're INSANE!!",">Rep. Martha Roby won Alabama's Republican runoff, fighting through lingering fallout from her years-old criticism of then-candidate Donald Trump in a midterm contest that hinged on loyalty to the GOP president."
>Nancy Maloney,">The Democrats are the only ones now to stand up for our Democracy, the Rule of Law, and the American values!!!  It is the current administration now that is not fulfilling their congressional duties and responsibilities they were elected to uphold!!! ",">Rep. Martha Roby won Alabama's Republican runoff, fighting through lingering fallout from her years-old criticism of then-candidate Donald Trump in a midterm contest that hinged on loyalty to the GOP president."
>Cheryl Rhoades,>GOOD -- he should NEVER have been chosen since the trumpster IS under investigation in the first place ! ! !,">By some measures, Judge Brett Kavanaugh enjoys less public support than any Supreme Court nominee in a generation. So what happens now? -- Steve Benen"
>Linda Mills,>NO SCOTUS VOTE until 45 is either cleared or charged. PERIOD! 202-224-3121,">By some measures, Judge Brett Kavanaugh enjoys less public support than any Supreme Court nominee in a generation. So what happens now? -- Steve Benen"
>Pat Roberts,>He's obviously slipping and does not look well...he generally repeats things at least three times but even that has increased....probably just a habit but it still looks like even he does not hear the words coming out of his mouth.   We're in trouble....and so is he.,">""Anybody who watched the president's news conference, which was essentially the entire world, would know that  you can't just hit delete and change the entire tone and context of that news conference.""  - Heidi Przybyla"
>Steven Militare,>The republicans are spineless and will give him cover but as usual we all know he's so full of it. The 45 million or so that didn't vote in 2016 along with the rest of us Vote Blue! Enough of this treason.,">""Anybody who watched the president's news conference, which was essentially the entire world, would know that  you can't just hit delete and change the entire tone and context of that news conference.""  - Heidi Przybyla"
>Donnie Wilson,">Honestly I didn’t know Denial, ignorance and bamboozlement existed to this level by human beings until witnessing the comments and replies of this obvious crooked, spineless and weak President over the last year and a half. Now I see how cults are formed and how some of them remain in a operational position.",">""For the first time in the history of the United States, you have an American president who is absolutely unwilling to defend the country from a hostile foreign power that has attacked it."""
>Reggie Place,">We need to take a close look and investigate members of Congress to find the ones that have been bought by Putin. Has to be more than one ,because of the do nothing attitude. Check their bank accounts and tax records.",">""For the first time in the history of the United States, you have an American president who is absolutely unwilling to defend the country from a hostile foreign power that has attacked it."""
>Michael Stevens,>Why does this seem,">""What he showed was a fecklessness towards Russia. He had a chance to show courage in the face of a tyrant instead he showed cowardice on that world stage."" "
>K.Ann Outten,">3 seconds after he said would/wouldn't bs, he said He looks forward to working with Putin.  How can the US enter into ANY transactions with Putin/Russia?  What am I missing here??  Seriously, Why would the US do anything with Russia knowing they interfered with our 2016 election??",">""What he showed was a fecklessness towards Russia. He had a chance to show courage in the face of a tyrant instead he showed cowardice on that world stage."" "
>Hugh B. MacLeod,">Well, now the whole world has seen the pee tape(s) Trump pissing on America, pissing on our NATO Allies, Trump pissing on our constitution. He's been pissing on the justice system and businesses for years.",">""What I've effectively done is put [Putin's] whole business operations at risk, his whole wealth at risk — which is a lot of money."""
>Richard Boudreaux,>25th Amendment NOW!,">""What I've effectively done is put [Putin's] whole business operations at risk, his whole wealth at risk — which is a lot of money."""
>Merry Ross,">Of viursr he didn't want Clinton to win, HE IS AFRAID OF HER INTELLIGENCE AND EXPERIENCE.",">Lawrence points out that in the Trump-Putin press conference, Putin admitted that he preferred Trump to win the election."
>Dana Dilaura,>But why am I the only one that sees he not only admitted that he wanted him to win but he said yes I did 2x.. Once for each questions. He wanted him to and he directed officials to help him,">Lawrence points out that in the Trump-Putin press conference, Putin admitted that he preferred Trump to win the election."
>Sandy Paro,">And also yesterday the House passed a bill that protects non-profit organizations from disclosing names of their donors, which of course protects the NRA!  The entire Republican Party is guilty of collusion.  Vote in November",">Rachel Maddow reads excerpts of the transcript of Mariia Butina's court hearing on Monday, in which it was revealed for the first time that Butina had testified in a closed session of the Senate Intelligence Committee."
>Judith Siewenie Stallons,">Before the election, Didn’t trump’s sons state that they did not need American banks for loans because they get all of their money from Russia? The tax returns might be interesting......",">Tim O'Brien, a reporter who has seen President Trump's tax returns, tells Lawrence O'Donnell the information in the tax returns would help answer whether Trump is ""beholden"" to Vladimir Putin."
>Jackie Bousho Pudlo,>Why wouldn’t you want the hackers brought to justice?,">Photographs of Trump's prepared remarks appear to show that a line about bringing the election hackers to justice was crossed out, and a line denying collusion was added."
>Lorraine Vandale,">I am so glad that my eyes were opened. Are used to be a liberal. But when I see all the negativity, I was ashamed to call myself a liberal. Don’t you losers ever learn. You are the makers of your own problems. I am currently a member of the ",>Chris Matthews says Trump isn't doing enough to correct his continual siding with Putin against our intelligence agencies.
>Wilma Sue DeCubellis,>he should resign - congress is not doing their job. Trump acts as if congress does not exist and they let him.,>Chris Matthews says Trump isn't doing enough to correct his continual siding with Putin against our intelligence agencies.
>Philip Canole,>Now you guys are just sounding completely ridiculous. President Trump is the best president we've had since Ronald Reagan was President. I feel fortunate to live in a Time where our country hasn't been this secure in a  generation. I'll be voting for him in 2020 as well,>Retired Colonel Ralph Peters tells Ari Melber that he is “convinced” that President Trump is a “slave” of Russian President Vladimir Putin. 
>Pat Pusey,">.  OBAMA did absolutely squat to stop any COMMUNIST or Muslim tyrannical regime anywhere in the world. Instead, he capitulated and schmoozed with them. Wonder why? LET'S NOT FORGET ... It was Obama &amp; Hillary who ""GREATLY SUCCEEDED"" with their ""RED BUTTON RESET"" with Russia when OBAMA WAS PRESIDENT. How'd that work out? Now tell me who betrayed our country???",>Retired Colonel Ralph Peters tells Ari Melber that he is “convinced” that President Trump is a “slave” of Russian President Vladimir Putin. 
>Linda Wagner,">Lot's of Russians on this site. Trying to make everyone think trump is a good person, sorry but he is not.",">""Trump's eagerness to sell out America proves the Russians must have something personally, politically or financially on President Trump."""
>Keith Weber,>The choices. He’s either: a) lying because of all the backlash; b) has early onset Alzheimer’s; c) totally incompetent; or d) all of the above.,">""The man who boasted during his campaign that he used the 'best words,' today trying to contain an international uproar by saying he used the word 'would' instead of 'wouldn't.'"""
>David McMahan,>I thought Trump was a stable genius?,">""The man who boasted during his campaign that he used the 'best words,' today trying to contain an international uproar by saying he used the word 'would' instead of 'wouldn't.'"""
>Gregory Laux,>Actually President Trump did fine. He exposed the fact that the global elites and their supporters in the Democrat party have violated election laws massively with receiving 400 million dollars for the Clinton campaign of foreign donations.,">Retired Gen. Barry McCaffrey says the president is enabling Russia's aggression throughout Europe, the Middle East and in the U.S."
>James R Mcdonald,">The 45th President who has no understanding of history, or the nature of Soviet/Russian manipulation and infiltration of European institutions over the past 75 years, has just thrown the EU &amp; NATO under the Putin BUS!!!",">Retired Gen. Barry McCaffrey says the president is enabling Russia's aggression throughout Europe, the Middle East and in the U.S."
>Mary Alice Smith,>Of course he ignored it.  He can't read.,">President Trump ignored about 100 pages of briefing materials that laid out a tough stance against President Putin, according to a new report."
>Angie Walsh,>when are people going to get it?  He doesn't take intel briefings daily because he cannot remain focused.  He won't accept any briefings that are more than ONE set of no more than 9 bulleted points all on ONE page.  That is not acceptable.  He is an idiot.,">President Trump ignored about 100 pages of briefing materials that laid out a tough stance against President Putin, according to a new report."
>Doug Frakes,">45 actually thinks the majority of Americans are as dimwitted as his small band of cult members. Like we didn't see him stand up in front of the whole world and commit treason, and then the next day lie about it as if that will make it magically vanish....",">""I have the strongest respect for our intelligence agencies, headed by my people."""
>Jack Dedrick,">Attention insane liberals. The Manafort charges are for something that has nothing to do with Russia. What was the purpose of Muellers investigation??  To  find Russia Collusion. The real colluders are Peter Strzok, Lisa Page and many others connected to Democrats including the media covering for them.",>Special Counsel Robert Mueller requested immunity for five people who may testify against former Trump campaign chief Paul Manafort.
>Michael Wolbers,>Can some please explain to me what this has to do with Trump Russia collusion.  I see absolutely no connection other than Manifort worked for Trump for a month and got fired.  So five guys come out about an old tax case.  Obviously Manifort has told Mueller nothing.,>Special Counsel Robert Mueller requested immunity for five people who may testify against former Trump campaign chief Paul Manafort.
>Ken Slanker,">So the question, did the Russians funnel money into the 2016 Republican campaign thru the NRA?",>Nicolle Wallace and her panel discuss what the arrest of Maria Butina could mean in the big picture.
>Susan Martin Toth,">Remember the days when the NRA was so paranoid about the commies?!  They kinda blew it now, eh??!!",>Nicolle Wallace and her panel discuss what the arrest of Maria Butina could mean in the big picture.
>Karen Rodas,>I am going to just keep asking Trump supporters if they are mental because I can not think of any other reason someone would support his views and behavior.,>New York Times columnist Bret Stephens joins Ali Velshi to discuss President Trump’s initial comments on Russian meddling and his clarification a day later.
>Noemi Round,>Everything Trump Has Said Sounding Like He Longs to be a Dictator,>New York Times columnist Bret Stephens joins Ali Velshi to discuss President Trump’s initial comments on Russian meddling and his clarification a day later.
>Debra Pawlak,">Trump won't reveal his tax returns just like he would not allow anyone in the room when he met with Putin, he is hiding something.",">""How is it a 'red herring' to see where [Trump's] money is?"""
>Marilyn Neil,>Why is it a red herring if there  isn’t anything to hide and why is Reed so against it? Transparency isn’t that what  Paul Ryan was referring to when he said sunshine’s a disinfectant.,">""How is it a 'red herring' to see where [Trump's] money is?"""
>Sue Ann ODonnell,>Wake up!  There will be no reunification of families!  With any records at all they could have been reunited within forty-eight hours! Clearly there never was any plan to reunite families...with no records there will be no way to verify anything!  The GOP strikes again!,>“There’s just the sheer lack of record keeping on the separated families and the inability to meet the most basic deadline.”
>Steven Harp,>America needs to stand up strong against this Trump Nightmare.,>“There’s just the sheer lack of record keeping on the separated families and the inability to meet the most basic deadline.”
