commentor,comments,news
>Garry Booth,>When sky news flew a drone over Detroit's industrial areas during the election campaign. And showed most of the factories either ruined. Or gone. I understood what Trump was about. And that's why he's got a core support. And is its still growing.,">Outside Washington DC, not everyone is outraged by President Trump's approach to Russia..."
>Terry Cavanagh,>The real Americans.......,">Outside Washington DC, not everyone is outraged by President Trump's approach to Russia..."
>Jean Bergstrom,>Sad that trump DIDN'T care enough to tweet about this person. Just his hatred of our security agencies.,>The man fell ill while carrying out his duty to protect the president
>Fay Kennedy,>Get upgraded to novachok,>The man fell ill while carrying out his duty to protect the president
>Ciara Oxton,>Kathryn Oxton Told u,>Lifeguards and paramedics were unable to resuscitate the man after he was pulled from the water by residents in a canoe
>Suzanne Lewis,>Sophie Merrill Poppydene Lingham please be careful!,>Lifeguards and paramedics were unable to resuscitate the man after he was pulled from the water by residents in a canoe
>Josh Cox,">To the people saying that they should be in the Wild it is true. However zoos play a large part in the conservation in the wild by funding and expertise. Unfortunately we can’t let the animals free they wouldn’t be unable to adjust to their natural habitat, after being captive breed. Support your local zoos conservation programs, don’t buy animal goods when on holiday all can make a difference",">Three-year-old male jaguar Valerio killed three foxes, five alpacas and an emu"
>Kelly Thompson,>Wild animals don't belong in cages...,">Three-year-old male jaguar Valerio killed three foxes, five alpacas and an emu"
>Damian Hagarty,>Corbyn Is not a pratt he would have had Brexit sorted by now!,>It's the last PMQs before the recess. Theresa May has managed to avoid a potential rebellion but reports say Boris Johnson may make a dramatic resignation speech.
>Scott Sneddon Murphy,">U.K. is being controlled by unelected officials in Brussels , such as Junker !!! We will be much better off out of the EU , Goods will be 20% cheaper when we go to WTO way of trading on day one",>It's the last PMQs before the recess. Theresa May has managed to avoid a potential rebellion but reports say Boris Johnson may make a dramatic resignation speech.
>Pete Brady,">Thinking about setting up a crowdfunder to pay someone to nick a North Korean flag, plant it on Kanye and then shop him to the secret police.  Who's in?",">""Guess what, I'll take Kanye West to North Korea with me"""
>Richard Joseph Miedzialko,>Hopefully he doesn’t sing it like Bohemian Rhapsody at Glastonbury. My ears never recovered,">""Guess what, I'll take Kanye West to North Korea with me"""
>Nguyễn Quốc Sơn,>Helo,">""Guess what, I'll take Kanye West to North Korea with me"""
>Kathryn Nana Smith,">I miss Obama everyday......... He’s everything Trump will never amount to be.......... Trump can overturn Obama laws, but he can’t take away Obama’s legacy......... Trump is nothing but a 70 plus year old jealous baby......",">""I was so proud to serve under the Obama administration, and I felt like President Trump was lying to the American people and also not even trying to lie, like not even trying to tell the truth,"" she told CNN"
>Ellae Johnson,>Just another notch under Obama's belt which proves he's one of the greatest presidents in U.S history and trump ain't fit to hold his umbrella,">""I was so proud to serve under the Obama administration, and I felt like President Trump was lying to the American people and also not even trying to lie, like not even trying to tell the truth,"" she told CNN"
>Julie Blanton Corsi,>By the way have any of you watched FOX lately?  Besides his adviser Hannity and Tucker and the Judge. The other hosts and their guests are condemning your Prez so its not just CNN that is condemning and reporting the facts all the news agencies are jumping on board!,>A father who lost three children in the downing of Malaysia Airlines Flight 17 has lashed out at 
>Rankin Mcdaniel,>Nothing to do with Trump. Blame Obama for that. During the Trump Presidency Americans will safe. It's just that simple.,>A father who lost three children in the downing of Malaysia Airlines Flight 17 has lashed out at 
>Monty Melford,>Trump is flushing out so many people that it is awesome. Llife long politicians on both sides hate him with a passion because he didn't waste 40 years of his life working for government. They hate him because they did and they didn't accomplish what he has.,>You might want to rethink that quintessential deep breath of fresh air
>Beth Flye,>Thanks to the Trump EPA.,>You might want to rethink that quintessential deep breath of fresh air
>Buddy Gray,>Funny I see so many say us trump supporters are brainwashed etc.......yet you listen to CNN and think EVERYTHING they say is gospel. Hypocrites at their best lmfao,">""I felt like President Trump was lying to the American people and. ... not even trying to tell the truth. He wasn't even going the extra mile to have the stenographers in the room."" Former White House stenographer Beck Dorey-Stein, who quit working for "
>Steven Waugh,">I wish you CNN fans that like to call Trump a liar would watch some of the questioning about Hillary Clinton email servers, the bias of the FBI and the fake Russia collusion investigation. Then you'll know what lies really are or get to watch them squirm in their seat trying to figure out how to not answer questions",">""I felt like President Trump was lying to the American people and. ... not even trying to tell the truth. He wasn't even going the extra mile to have the stenographers in the room."" Former White House stenographer Beck Dorey-Stein, who quit working for "
>Myles Lanfair,>How many times have you lied to the american people pushing a agenda,">""I felt like President Trump was lying to the American people and. ... not even trying to tell the truth. He wasn't even going the extra mile to have the stenographers in the room."" Former White House stenographer Beck Dorey-Stein, who quit working for "
>Chris Evers,">Obama's too classy to comment on #45, keep the classyness, and let 45 sink himself.",">""I felt like President Trump was lying to the American people and. ... not even trying to tell the truth. He wasn't even going the extra mile to have the stenographers in the room."" Former White House stenographer Beck Dorey-Stein, who quit working for "
>Deb Sizemore,">Anderson, do you think that the 2 unaccounted hours need to be addressed now?? And what do you think about Trump's sudden interest in Montenegro? Do you think that Putin is controlling the change of policy?",">Full Circle is dominated by news from around the world tonight. Anderson has reported from, and traveled to, countless international locations. What questions do you have for him about all of the places he’s been?"
>Alp Scott,>Anderson Cooper please resign do us a favor.,">Full Circle is dominated by news from around the world tonight. Anderson has reported from, and traveled to, countless international locations. What questions do you have for him about all of the places he’s been?"
>Danielle Couffon,">Considering it was a veteran that first suggested to Colin to kneel, cuz that’s what you do for your fellow fallen soldier at their grave, as a sign of RESPECT. You would think ppl would have more respect for the veterans suggestion.",">Tennessee Titans star defensive end Jurrell Casey says he'll protest during anthem and take fine. ""I'm going to take a fine this year, why not?"" he said. ""I'm going to protest during the flag."" "
>Kimmie Divine,>People are more offended by football players kneeling during the anthem than President Trump kneeling to Putin.,">Tennessee Titans star defensive end Jurrell Casey says he'll protest during anthem and take fine. ""I'm going to take a fine this year, why not?"" he said. ""I'm going to protest during the flag."" "
>Blaine Foley,>If we are producing so much oil then how come gas prices are so high? When are we going to start with all the winning?,>Everything's bigger in Texas
>Joseph Cote,">Renewable energy is the future, fossil fuels are the way of the past.",>Everything's bigger in Texas
>Luis Ghirardelli,">Now everyone relax, don’t make sudden moves. This here is a special type of retardation.",>JUST IN: 
>Joyce Sams,">Isn’t Montenegro part of NATO allies?  Wasn’t the US Embassy attacked In Montenegro by a terrorist backed by Russia.  If so, if a civil war breaks there cause by Russian insiders could that be why Trump doesn’t want to help our NATO ally?  Maybe Trump’s boss (Putin)told him not to interfere.",>JUST IN: 
>Christian Hinrichs,">He is more and more a liability for the US. Beside the fact, that provocing a war with Russia would be hard for Montenegro, since it shares absolutely no border with Russia.",>JUST IN: 
>Wesley Thomas,>Where does the Republican Party get  these clowns?,">GOP Rep. Jason Lewis has frequently demeaned women on the radio and once lamented that women can no longer be called ""sluts"""
>Heathery Hebert,>I lament the fact that his mother didn't swallow.,">GOP Rep. Jason Lewis has frequently demeaned women on the radio and once lamented that women can no longer be called ""sluts"""
>Dagoberto Garcia,>Trump for ever,">GOP Rep. Jason Lewis has frequently demeaned women on the radio and once lamented that women can no longer be called ""sluts"""
>Joseph Smith,>CNN thinks that all their 24/7 Trump hatred is going unnoticed. Lol! Then they wonder why they are called fake news..,">GOP Rep. Jason Lewis has frequently demeaned women on the radio and once lamented that women can no longer be called ""sluts"""
>Joseph Smith,>Those Bees were actually protecting Hillary's emails.,">Within seconds they were crawling on her face, ears, neck and arms, stinging her everywhere"
>Pamela Hunter,>The bees were not in her car. READ the article. She was searching for a mop in her car when they attacked her. They found the hive nearby in a utility box that was half buried in the ground.,">Within seconds they were crawling on her face, ears, neck and arms, stinging her everywhere"
>Natia Dekanoidze,">“If I were to run, I’d run as a Republican. They’re the dumbest group of voters in the country. They believe anything on Fox News. I could lie and they’d still eat it up. I bet my numbers would be terrific.” Donald Trump.  - it seems to be real.",">Earlier on Wednesday, "
>Lee Duncan,">Guys, calm down, this story is over two minutes old. The latest breaking news from 14 seconds ago is that Trump is now denying having denied denying ever saying those words. So relax!",">Earlier on Wednesday, "
>Les Hile,>She lost credibility as soon as she said “Hillary Clinton”. This administration drops her name every single time they make a bad decision or do something dishonest... which is just about every day.,">We’re in Washington, where UN Ambassador Nikki Haley is discussing the United States’ withdrawal from the Human Rights Council"
>Crystal Coates-Humm,">Remember this date: November 6, 2018. That's the date on which 33 Senate seats, all 435 seats in the House of Representatives, and 14 governorship's will be up for re-election!!!",">We’re in Washington, where UN Ambassador Nikki Haley is discussing the United States’ withdrawal from the Human Rights Council"
>Martha Bonner,">We can find $12M+ for Trump to have a parade to satisfy his ego, but we cannot fund schools to supply the bare necessities like books, pencils and paper.",">One passenger handed her five $100 bills and told her to ""do something amazing with it"""
>Kent Foster,>How will we ever be #1 when public teachers have to beg for school supplies?,">One passenger handed her five $100 bills and told her to ""do something amazing with it"""
>Denise Brouillette,>It is amazing to me that people are finding something about this to criticize.,">Kylian Mbappe, the 19-year-old soccer star, is donating his World Cup winnings to a charity in his hometown, a low-income suburb on the outskirts of Paris "
>Nigel Rex,>Well that’s awesome considering he makes about €17.5M per year already.... so it’s not like he is gonna miss those winnings lol,">Kylian Mbappe, the 19-year-old soccer star, is donating his World Cup winnings to a charity in his hometown, a low-income suburb on the outskirts of Paris "
>Del Hobson,>GOD BLESS OUR PRESIDENT AND GOD BLESS AMERICA!!!VOTE ALL DEMOCRATS OUT IN 2018!,>Its the best fundraising month of the 2018 cycle so far and the latest sign of Democratic enthusiasm ahead of November
>Amy J Wallace,>How come Obama never had to clarify his statements to the press the next day? Odd that this administration is constantly having to buffer what comes out of the current presidents mouth.,>We’re at the White House for today’s press briefing. This will be the first briefing in more than two weeks.
>Cathy Buchanan,>Because he didn’t lie over 3000 times in 18 months. Facts matter.,>We’re at the White House for today’s press briefing. This will be the first briefing in more than two weeks.
>Mark Scognamiglio,>Best President this country has had in a long long time! Keep fighting these hethans Sarah... you're doing Great!!,>We’re at the White House for today’s press briefing. This will be the first briefing in more than two weeks.
>Majid Bayazi,">Its ok ,he can change the statement from would to wouldn't .",>We’re at the White House for today’s press briefing. This will be the first briefing in more than two weeks.
>Mike Krafone,>Hong Kong is China’s The British only leased it,>A Hong Kong pro-independence party could be banned under a colonial-era law that has never before been used to prohibit a political party
>Yi Felix,">HK is part of China,and no one can change that.",>A Hong Kong pro-independence party could be banned under a colonial-era law that has never before been used to prohibit a political party
>Timothy Robertson,>The world needs us! We don't need them!,>A Hong Kong pro-independence party could be banned under a colonial-era law that has never before been used to prohibit a political party
>Judy Kinshaw-Ellis,>The current president is the single biggest threat to the US.,>A Hong Kong pro-independence party could be banned under a colonial-era law that has never before been used to prohibit a political party
>ByEder Tashi,>Being a mother is not considered work or a success(-ful) career? The results of this research are nothing to be proud of.,">Daughters of working mothers are more likely to have successful careers, and sons of working mothers spend more time as adults caring for family members, research suggests"
>Cristina Anton,">Girls have a good role model and they become more ambitious and career driven while boys see the need for a male to get involved and share family duties with his wife and spend time with them. And no, being a mother isn’t considered a career ladies",">Daughters of working mothers are more likely to have successful careers, and sons of working mothers spend more time as adults caring for family members, research suggests"
>Mujt Aba,>There is no place in India for happiness,>Some students in India are now taking happiness classes designed to reduce stress and anxiety and manage depression
>Ian A L Irving,>why?,">A 25-foot, 330-pound statue of "
>Michelle Davies,>Someone catch me up.... What has the statue got to do with Iraq?,">A 25-foot, 330-pound statue of "
>Tesfaye Fekadu,>I have never heard black south Africans crying about their rugby team is mainly White and stop supporting the team. They wear the shirt with pride.,">The reality is that Le Pen's views have bled into public discourse so consistently that her narrow view of identity and belonging now shapes many French people's sense of nationalism, in a country that has long taken pride in its ideals, writes Myriam Francois via "
>Debbie Cawood,">World wide we have to be smarter than the Trumps,  LePens and other (I think) Russian backed fascists....if we don’t get to the grass roots level and work up, they will take over. It needs to stop!",">The reality is that Le Pen's views have bled into public discourse so consistently that her narrow view of identity and belonging now shapes many French people's sense of nationalism, in a country that has long taken pride in its ideals, writes Myriam Francois via "
>Val Mustafa,">For those who keep denying global warming, well, it’s happening.",">Sweden is battling dozens of severe, drought-fueled forest fires -- and they're not the only ones. "
>Leyla Arayssi Atallah,>Ironic I'm in lebanon right now and heard this through CNN and not locally,">Lebanon's parliament is preparing to legalize cannabis cultivation and its production for medicinal use, the country's House Speaker told the US Ambassador"
>Scotty Shapiro,>Not holding a military exercise in South Korea once in awhile also saves us a little bit of money .,">One launch can create a ripple affecting thousands of airline passengers, not to mention costing airlines cumulatively between $10,000 and $30,000 per liftoff"
>Mahawa Jah Kol-Sādhanā,>Annnnnnnddddd his wife says: this is why I never let you make decisions by yourself,">Kylian Mbappe, the 19-year-old soccer star, is donating his World Cup winnings to a charity in his hometown, a low-income suburb on the outskirts of Paris "
>Martha Cecilia Cruz,">Gracias por pensar en lo demás, tu bondad no tiene límites, tu recompensa es la alegría y el agradecimiento eterno de las personas que ayudaste, Dios te bendiga abrazo gigante y muchos éxitos ",">Kylian Mbappe, the 19-year-old soccer star, is donating his World Cup winnings to a charity in his hometown, a low-income suburb on the outskirts of Paris "
>Charles Ball,">When Trump walked on stage after his closed door meeting with Putin, he looked like a whipped puppy who had just been threatened and knew he had to kiss butt.  Just look at the tapes.  Trump looks stressed and upset and Putin is happy and smiling.",">Vladimir Putin is winning so much, he's going to get tired of winning, Stephen Collinson writes"
>Ray DeNiro,>lol f**k CNN which is democrats owned. We don't expect a positive report after all you're an opposition. How can you give Trump credit when you need the people's vote for next election. Dimwits,">Vladimir Putin is winning so much, he's going to get tired of winning, Stephen Collinson writes"
>CNN International,">Obama also urged more women to get involved in social movements and governance ""because men have been getting on my nerves recently."" ",">When questioned on combatting Africa's so-called ""brain drain,"" where people are drawn away from the continent towards other world capitals, "
>Onyeche Akosi Hyginus,">But when you are in Power as USA President, you abandon your people and  records the highest number of African migration. You forget to help them when you are in Power and chooses to preach when you are rejected by Americans. You need to learn African culture first.",">When questioned on combatting Africa's so-called ""brain drain,"" where people are drawn away from the continent towards other world capitals, "
>Peter Ratcliffe,">If he had the chance, he would murder him. Just like he did thousands of his own people if they challenged him. One of modern history's greatest mass murderers.",">If politics is a game, Nelson Mandela was artful at playing it, writes Robyn Curnow for "
>Jeremy Nelson,>and I used to think Nelson Mandela was like a great guy if you go back and look at the history about the Mandela's just look at the people they have helped murder!! Someone with a terrible death toll record but yet is celebrated by so many people as a hero it's absolutely sickening.,">If politics is a game, Nelson Mandela was artful at playing it, writes Robyn Curnow for "
>Pavlos Kesidis,>CNN the most corrupted media.,>A father who lost three children in the downing of Malaysia Airlines Flight 17 has lashed out at President Trump for his relationship with Russia.
>Larisa Dem,">The farther's pain is great. But Trump has no connection to those case. And why everyone's sure it was russia, not ukrain? Untill now we don't know exactly who it was.",>A father who lost three children in the downing of Malaysia Airlines Flight 17 has lashed out at President Trump for his relationship with Russia.
>Alisson Freitas,">And they are REALLY world champions! Not like they do in the US, where they have a competition only with national teams and call the winner a ""world champion""!! ",">Since 2011, New Zealand have boasted an 89% win record, including two World Cup victories."
>Khushal Surywanshi,>i am very happy in the world to see boys.and rip  to saman gunan,">The 12 boys rescued from the Thai cave are in good mental health, according to a doctor looking after them."
>Sithi Chatrichon,">The Tham Luang Cave rescue of the 12 boys and the coach by multinational rescuers is perhaps the manifestation of humanity at its best--selfless, resilience, and courage. Thank you CNN International, BBC, NBC, ABC and all other global news media corps for their quality and professional coverage of the event.",">The 12 boys rescued from the Thai cave are in good mental health, according to a doctor looking after them."
>Brian Smetana,>So the one kid was attached by a two foot long shark.,">First responders reportedly removed a shark's tooth from that boy's leg while dressing his wound, which is considered non-life threatening."
>Steven Panzullo,">I’ll never understand why these beach resorts towns don’t just put up signs that say “No Sharks!” Or “Shark Free Beach,” makes no sense to me! Theses attacks need to end.",">First responders reportedly removed a shark's tooth from that boy's leg while dressing his wound, which is considered non-life threatening."
>Heather Schwab-Dendinger,>Events like this need to lead to immediate death penalty for the prisoner!,">""Joseph gave the ultimate sacrifice while working to protect the citizens of Minnesota."""
>Tina Butler,">He’s already saved $23 million by reducing White House expenses, namely in cutting the 23 assistants used by Michelle Obama to 4 needed by Melania Trump.  The parade is a wonderful idea!!!",">The military parade President Trump requested to be held later this year in Washington, D.C., is initially estimated to cost $12 million, a U.S. official told Fox News on Wednesday."
>Tim Harris,">They should all be welcomed into America with open arms, free health care and education... The good people of Europe have taken enough in and Uncle Sam should do the same.",>At least 19 people are dead after a ship carrying around 150 presumed migrants capsized in the Mediterranean Sea near Cyprus.
>Angela Nulph,>I'm not sorry this happened. They should not be invading other countries due to their own laziness in their own countries.,>At least 19 people are dead after a ship carrying around 150 presumed migrants capsized in the Mediterranean Sea near Cyprus.
>Cindy Lee,>Trump fired the top cyber security adviser and eliminated that position in May 2018. Trump and Putin are working on rigging the 2018 midterm elections.,">On """
>Colleen Anderson,>It was OBAMA and his intelligence agencies that colluded to rig our elections.,">On """
>Chris Hoyt,">Today, people don't even know just what Socialism is. They believe it means taking from the rich and ""redistributing"" it to the poor. ",">""If her win makes her into what Kellyanne Conway called the new face of the Democratic Party, the Democratic Party's not going to have a very bright future."""
>Kris Roby,>After Sanders said that millennials could have free college and 15 an hour they never heard anything else. They are clueless and it’s ashamed that these lying Dems are making false promises,">""If her win makes her into what Kellyanne Conway called the new face of the Democratic Party, the Democratic Party's not going to have a very bright future."""
>Margo Albert,>The UN hit Trump with Human Rights violations so he tells Haley to quit. Give me a break.  How low can these Trump Neanderthals go with their ridiculously transparent bullying tactics?,>In a speech to 
>Joel Zrav,>America should withdraw from the UN. It already has NATO. UN already outgrew its usefulness. It is only being used as a debating ground to advance a country's political cause.,>In a speech to 
>Colleen Anderson,>We don't need ONE California let alone THREE !,>The California Supreme Court on Wednesday blocked a proposal that would split the state into three from the November ballot.
>Robert Lehr,>What a shame ...break that communist state up and maybe real patriots can control at least one of the three,>The California Supreme Court on Wednesday blocked a proposal that would split the state into three from the November ballot.
>Linda A Chaaban Bazzi,">It's fine Republicans don't believe in Human Rigths anyway ,you did something that represent you anyway, you didn't surprise Americans",>U.N. Ambassador 
>Robert Mosher,">So tell me how Venezuela compares with the US on human rights. If we are so bad, why did you leave Venezuela? Welcome to the USA, now go home ",>U.N. Ambassador 
>Kevin Ehling,">If the United States, removes our $8-10 billion, leave the UN, assume ownership of the UN building in New York and completely rebuilds it from the ground up, other nations would take note.",>U.N. Ambassador 
>Jim Sheaffer,">The liberal trash talking losers don’t want to make it official that they are against law enforcement. Remember folks, if you vote for a Democrat that you are voting for “lawlessness”, plain and simple!",">JUST IN: The House passed a resolution Wednesday expressing support for U.S. Immigration and Customs Enforcement, or ICE, as a growing number of liberals in the Democratic Party has called to abolish the agency that enforces federal immigration laws."
>Brenda Guillory,">Democratic Party, a group of losers. wants to abolish  a  department that keeps this country safe.    November elections  can't get here  fast enough.",">JUST IN: The House passed a resolution Wednesday expressing support for U.S. Immigration and Customs Enforcement, or ICE, as a growing number of liberals in the Democratic Party has called to abolish the agency that enforces federal immigration laws."
>Lekinsler Eskerlot,>An America without Hillary is a GREAT AMERICA. ,>A 
>Alberto Ortiz,>Don’t blame Obama or Hillary or the USA for that fire!,>A 
>Prissy Reap,>Why don't they ask about the Democrats paying $ 400 Million to Russia and letting them have 20% of our Uranium,>Press Secretary Sarah Sanders holds a White House press briefing.
>Rock Tweten,">The only meddling with Russia that was ever done was Hillary got paid $400,000,000. That is collusion at it's finest and yet, Anderson Cooper hasn't talked about this at all. Funny how that works.",>Press Secretary Sarah Sanders holds a White House press briefing.
>Joan Pompilio,>You don't seem concerned about Clinton and Obama's deals with the Russians regarding uranium and $400 million in Clinton's account.   You Democrats need to get the heck out of Washington.,>Representative Mike Thompson holds a news conference about President Trump's remarks on his visit with Russian President Vladimir Putin.
>Karla Smit,>Express your concern all you want but I stand behind my President.,>Representative Mike Thompson holds a news conference about President Trump's remarks on his visit with Russian President Vladimir Putin.
>Jane Marks Biunno,>You NEVER saw Obama doing this ... We have a True Patriot for our President.  ,>President 
>Ashley N Dean King,>There's the man making America great again!!! So thankful that I wake up every morning with him in charge of this great Nation! God bless you Mr. President and God bless The United States of America!!!,>President 
>Keith Suleski,>The killer must have bought his gun at a gun show in one of those neighboring states with lax gun laws. ,">JUST IN: A Hawaii police officer died after a shooting on the Big Island, officials said Wednesday. Police launched a manhunt for the alleged shooter, who authorities identified as Justin Joshua Waiki. "
>Judith Marie,">I started out my adulthood by voting for a Republican. I saw the error of my ways pretty quickly. Now a reformed Republican, aka,  a Democrat.",">""John Brennan started out his adulthood by voting for the Communist Party presidential candidate. He's now ending his career by showing himself to be the most biased, bigoted, over-the-top, hyperbolic sort of unhinged director of the CIA we've ever had."" – Sen. "
>Michael Johnson,">This is the new pattern of Republican politics ......  If anyone criticizes Trump, then attack them relentlessly, question their integrity, question their patriotism, question their intelligence .........   And this is the new normal for the discourse in American politics today.  Disgusting!",">""John Brennan started out his adulthood by voting for the Communist Party presidential candidate. He's now ending his career by showing himself to be the most biased, bigoted, over-the-top, hyperbolic sort of unhinged director of the CIA we've ever had."" – Sen. "
>Anton Moser,>So Fox is so desperate to feature anything that isn't about TREASONOUS TRAITOR TRUMP  that they now feature stories about people who think they might join the armed forces some day...maybe?  or did you mean he WOULDN'T?,>A college student in Alabama who hopes to join the 
>Richard G Berger,>This is what America is all about..You leftist socialists want to tear this down and take the country with you..,>A college student in Alabama who hopes to join the 
>Tim Niceswander,>Noticing that none of these hero’s are on a knee. ,">Medal Of Honor recipients were introduced before the Major League Baseball All-star Game on Tuesday, July 17 in Washington, D.C."
>Becky Stokes,">Baseball is the sport of Americans! Thank you, MLB!",">Medal Of Honor recipients were introduced before the Major League Baseball All-star Game on Tuesday, July 17 in Washington, D.C."
>Thomas Stookey,>Hey fox. Why don’t you post on how much tax payer money was spent while the trumPet spent his weekend golfing at his Scottish golf resort.,">The former NBA star said Tuesday he wants to bring the rapper with him on his next trip to North Korea, which could happen as early as September."
>Juan Rivera,">People laugh at Rodman, but this guy legit helped bring peace to North Korea.",">The former NBA star said Tuesday he wants to bring the rapper with him on his next trip to North Korea, which could happen as early as September."
>Mike Meshaw,>I believe you love children! Stop abortion today... now! Stop killing babies! Stand up for the most vulnerable and innocent! Do it today ladies!,">""Women's voices matter."""
>Tina Bulmer,">Hopefully, this is not another embarrassment to women.  I'm only 53 and have NEVER once in my life felt there were any rights I didn't have.",">""Women's voices matter."""
>Shaikh Imtiaz Ali,">the candidates who wants to unite the nation should secure first ,immediately,",>Govt responsible for candidates' security even if not informed beforehand
>Muhammad Aatif Bashir Dost,">Sari PTI corrupt hay, chorrrrrr choorrrrrr choorrrrrr , Election Commission Disqualify him and Inquire it.",>Barrister Murtaza Wahab checkmates Imran Ismail on tax return claim
>Amra Urooj,>Kis khushi mei??,">Nawaz, Maryam likely to be shifted to Sihala rest house: sources"
>Farhan Ahmed,">Why,,,,,",">Nawaz, Maryam likely to be shifted to Sihala rest house: sources"
>Asghar Ali Khan,>Matter of great concern,">Judges' phones are tapped, lives not safe: Justice Shaukat Siddiqui"
>Silloo Khan,>every one knows who r these conspirators.,">Judges' phones are tapped, lives not safe: Justice Shaukat Siddiqui"
>Farooq Warraich,>Afsos !!!,>Pakistanis abroad will have to come to country for using their right to vote in general election
>Saud Khokhar,">If you guys can’t find anything seriously Gloomy towards KHAN, Please stop making extraneous comments about KHAN’s personal life, These old tactics won’t work now a Days ! I am just simplifying for you “GUY DESERVES A CHANCE “ So Contribute to Rise as a Nation.. Be Pakistani our Nation Our Pride !!",">Not getting good news regarding elections, says Imran"
>Rana Mohsin,>سب بکواس,>ECP summons Imran over alleged use of foul language in electioneering
>Ali Saeed,>Chroo chroo Chroo nawaz chroo,>Caretaker Punjab minister details facilities available to Nawaz in prison
>Rashid Khan Rashid Khan,>چور شریف,>Caretaker Punjab minister details facilities available to Nawaz in prison
>Nobel Anthony,>Ohh acha really so sad to hear this,">Nawaz Sharif had to sleep on floor of prison, wasn't even allowed to meet his mother, the former Punjab CM laments"
>Rana Mohsin,>،نیب کورٹ صرف الزام خان کو ریلیف دے ‏‎ ‎رہا عوام کو پاگل نہیں بنا سکتے یہ کتے,>NAB Chairman takes notice of DG CAA’s use of PIA plane for private tour
>Ahmad Sultan,>Khan sb. If a poor person have only one fir he goes to jail there are 32 cases against you &amp; still you are free strange ?,>Shehbaz Sharif will have to go to Adiala as well: Imran Khan
>Salar Baloch,>From where such intuitions are coming to you?,>Shehbaz Sharif will have to go to Adiala as well: Imran Khan
>Shahid Bashir,>New Dallaa,">Senator Amjal Wazir, Fiza Junejo join PTI"
>Sandeep Vashisht,>SEND MARWARIS,>There's a load of bling buried in the Earth. More than a quadrillion tons of diamonds to be exact -- or one thousand times more than one trillion -- US researchers at the Massachusetts Institute of Technology reported this week.
>Ranga Billa Bhai,>WE are all anxiously waiting the same order from ministry of civil Aviation for Air passenger's!,">Here are some of the best reactions, jokes and memes on Maharashtra allowing outside food in multiplex theatres"
>Tapesh Majumdar,">Wonder, who finds this article laughable ? Must be some communist .... ",">As India plays a larger role in the world, there is a sense in the Trump administration that this benefits the US, the diplomat said."
>Sandeep Vashisht,>bauji muth mar ke guzara karo tabtak,">As India plays a larger role in the world, there is a sense in the Trump administration that this benefits the US, the diplomat said."
>Gulam Khalfan,>I guess Miss Chopra is suffering from inferiority complex. Why so much unnecessary exposure on her by the Indian media ? She is not an Indian because she doesn’t behave like one.,>Priyanka Chopra celebrated her birthday with Nick Jonas in London
>Tajinder Bains,>India should declare a national holiday to celebrate the development,>Priyanka Chopra celebrated her birthday with Nick Jonas in London
>Aditya Singh,>Imagine the situation if this had happened with a lady. The whole family of such man would have been destroyed. The administration warned the family..blah blah ... Lol... GENDER BIASED LAWS.,">A video of the incident that took place in Jalore's Gondaji locality went viral on Wednesday, following which the district administration today warned the family against misbehaving with the man in future."
>Anil Kumar,">thats why you dont marry someone LOT younger than you, hate builds up",">A video of the incident that took place in Jalore's Gondaji locality went viral on Wednesday, following which the district administration today warned the family against misbehaving with the man in future."
>Najeeb Mohd Siddiqui,">Instead of mentioning the builder and engineering company, this news paper is running around the bush.",">Ranjana, a mother of two teenagers, woke up on Wednesday morning to the news of the collapse of two buildings in Shahberi village in Greater Noida -- one of the fast-developing real estate hubs adjoining Delhi."
>Reming Iakai,>So what govt will do for this,">Ranjana, a mother of two teenagers, woke up on Wednesday morning to the news of the collapse of two buildings in Shahberi village in Greater Noida -- one of the fast-developing real estate hubs adjoining Delhi."
>Sudhin Mukherjee,>Allowing foods in cinema auditorium or the outside in the premises? Who will clean up the mess? Who will clean-up the junky foods aroma hanging heavily in inside air?,">Unpacked items like popcorn and ice creams should not be sold in small, medium, big or jumbo forms. Each and every item weight should clearly visible, the release said."
>Subrata Mohanty,>How many prisoners get interim bail on health ground ? Are there different laws for celebrities and high profile prisoners ?,">Sushil Kumar Modi, a senior BJP leader, claimed that the Rashtriya Janata Dal leader was granted bail on medical grounds and was categorically directed to keep away from political activities."
>Chandru Narayan,">This rogue gets TV coverage, the jail is a national joke.",">Sushil Kumar Modi, a senior BJP leader, claimed that the Rashtriya Janata Dal leader was granted bail on medical grounds and was categorically directed to keep away from political activities."
>Niles Hokkanen,>How much has European and Japanese tourism TO the USA dropped under Trump.,>The number of 
>Ro Walsh,">TRUMP WANTS FREE TRADE WITH THEM, SO WHY DID THEY NOT AGREE TO IT?",>Japan and the European Union signed a wide-ranging free trade deal on Tuesday that both sides hope will act as a counterweight to the protectionist forces unleashed by US President Donald Trump.
>Michel Loutchaninoff,>“Ill-fated”?!????? The plane was in continuous use for almost 30yrs!!!! Yes it had the terrible accident (wanna know how many 747s or DC10s - L1011s had accidents???) ,>A 
>Ruth Shipman,>This man has not only made a laughing stock of the UK but also set it on the road to economic ruin.  He should be held accountable.  He should not just be allowed to run away to his personal money pit...,">""It is not too late to save "
